Provincia,Municipio,Localidad,Nombre,Ubicación
SORIA,Burgo de Osma-Ciudad de Osma,BURGO DE OSMA-CIUDAD DE OSMA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL BURGO DE OSMA
SORIA,Covaleda,COVALEDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PINARES - COVALEDA
SORIA,Gómara,GÓMARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GÓMARA
ÁLAVA,Valdegovía/Gaubea,ESPEJO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ESPEJO
ÁLAVA,Legutio,LEGUTIANO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LEGUTIANO
ÁLAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN MARTIN
ÁLAVA,Vitoria-Gasteiz,VITORIA-GASTEIZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OLAGUIBEL
ÁLAVA,Zuia,ZUIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURGIA
ÁLAVA,Iruña Oka/Iruña de Oca,NANCLARES DE OCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NANCLARES DE OCA
ALBACETE,Albacete,ALBACETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZONA VIII
ALBACETE,Albacete,ALBACETE,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO DE URGENCIAS ALBACETE
ALBACETE,Alcadozo,ALCADOZO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCADOZO
ALBACETE,Alcaraz,ALCARAZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCARAZ
ALBACETE,Almansa,ALMANSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMANSA
ALBACETE,Alpera,ALPERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALPERA
ALBACETE,Balazote,BALAZOTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BALAZOTE
ALBACETE,Bogarra,BOGARRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BOGARRA
ALBACETE,Bonete,BONETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BONETE
ALBACETE,"Bonillo, El",BONILLO (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL BONÍLLO
ALBACETE,Casas de Juan Núñez,CASAS DE JUAN NÚÑEZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS DE JUAN NUÑEZ
ALBACETE,Casas-Ibáñez,CASAS-IBÁÑEZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASAS IBÁÑEZ
ALBACETE,Caudete,CAUDETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAUDETE
ALBACETE,Chinchilla de Monte-Aragón,CHINCHILLA DE MONTE-ARAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHINCHILLA
ALBACETE,Elche de la Sierra,ELCHE DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ELCHE DE LA SIERRA
ALBACETE,Hellín,HELLÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HELLÍN - 2
ALBACETE,Madrigueras,MADRIGUERAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MADRIGUERAS
ALBACETE,Ontur,ONTUR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ONTUR
ALBACETE,Ossa de Montiel,OSSA DE MONTIEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OSSA DE MONTIEL
ALBACETE,"Roda, La",RODA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA RODA
ALBACETE,Tarazona de la Mancha,TARAZONA DE LA MANCHA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TARAZONA DE LA MANCHA
ALBACETE,Tobarra,TOBARRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TOBARRA
ALBACETE,Villarrobledo,VILLARROBLEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLARROBLEDO
ALBACETE,Yeste,YESTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD YESTE
ALICANTE,Alcoy/Alcoi,ALCOY/ALCOI,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCOY/ALCOI- LA FÁBRICA
ALICANTE,"Alfàs del Pi, l'",ALFÀS DEL PI (L'),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD L' ALFÀS DEL PI
ALICANTE,Almoradí,ALMORADÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMORADÍ
ALICANTE,Banyeres de Mariola,BANYERES DE MARIOLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BANYERES DE MARIOLA
BADAJOZ,Oliva de la Frontera,OLIVA DE  LA FRONTERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OLIVA DE  LA FRONTERA
BADAJOZ,Olivenza,OLIVENZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OLIVENZA
BADAJOZ,Puebla del Maestre,PUEBLA DE L MAESTRE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL PUEBLA DEL MAESTRE
BADAJOZ,Quintana de la Serena,QUINTANA DE  LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL QUINTANA DE  LA SERENA
BADAJOZ,"Roca de la Sierra, La",ROCA DE LA SIERRA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA ROCA DE  LA SIERRA
BADAJOZ,Santa Amalia,SANTA AMALIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA AMALIA
BADAJOZ,San Vicente de Alcántara,SAN VICENTE DE  ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN VICENTE DE  ALCÁNTARA
BADAJOZ,Siruela,SIRUELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SIRUELA
BADAJOZ,Talavera la Real,TALAVERA LA REAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAVERA LA REAL
BADAJOZ,Valverde de Leganés,VALVERDE  DE  LEGANÉS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VALVERDE  DE  LEGANÉS
BADAJOZ,Villafranca de los Barros,VILLAFRANCA DE  LOS BARROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAFRANCA DE  LOS BARROS
BADAJOZ,Villanueva de la Serena,VILLANUEVA DE LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE LA SERENA SUR
BADAJOZ,Villanueva del Fresno,VILLANUEVA DEL FRESNO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE L FRESNO
BADAJOZ,Zafra,ZAFRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZAFRA
BADAJOZ,Zahínos,ZAHÍNOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ZAHÍNOS
BADAJOZ,Zalamea de la Serena,ZALAMEA DE  LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZALAMEA DE  LA SERENA
BADAJOZ,Pueblonuevo del Guadiana,PUEBLONUEVO DEL GUADIANA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PUEBLONUEVO DEL GUADIANA
ILLES BALEARS,Andratx,ANDRATX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ANDRATX - PONENT
ILLES BALEARS,Campos,CAMPOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMPOS - XALOC
ILLES BALEARS,Capdepera,CAPDEPERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAPDEPERA
ILLES BALEARS,Felanitx,FELANITX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FELANITX
ILLES BALEARS,Manacor,MANACOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MANACOR - SA TORRE
ILLES BALEARS,Pollença,POLLENÇA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD POLLENÇA
ILLES BALEARS,"Pobla, Sa",SA POBLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SA POBLA - TORRENT DE SANT MIQUEL
ILLES BALEARS,Santa Eulalia del Río,SANTA EULÀRIA DES RIU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA EULÀRIA DES RIU
ILLES BALEARS,Sineu,SINEU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SINEU - ES PLA
ILLES BALEARS,Vilafranca de Bonany,VILAFRANCA DE BONANY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILAFRANCA - SES ROQUES LLISES
BARCELONA,Argentona,ARGENTONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. GONÇAL CALVO I QUERALTÓ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD NOVA LLOREDA
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD APENINS-MONTIGALÓ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MORERA POMAR
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BUFALÀ-CANYET
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLEFIÀ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT ROC
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PROGRÈS-RAVAL
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARTÍ I JULIÀ
BARCELONA,Badalona,BADALONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD DOCTOR ROBERT
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VILA OLÍMPICA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD POBLE SEC - LES HORTES
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CASC ANTIC
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BARCELONETA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL CLOT
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR LLUÍS SAYÉ
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL CARMEL
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BON PASTOR
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD NUMÀNCIA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LES CORTS
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LARRAND
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SAGRADA FAMÍLIA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT ANDREU
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SARDENYA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GUINEUETA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BESÒS
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SARRIÀ
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RÍO DE JANEIRO
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD MANSO
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ROGER DE FLOR
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD POBLENOU
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR CARLES RIBAS
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PASSEIG DE MARAGALL
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PARE CLARET
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CIUTAT MERIDIANA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD SANT MARTÍ
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CHAFARINAS
BARCELONA,Calaf,CALAF,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CALAF
BARCELONA,Caldes de Montbui,CALDES DE MONTBUI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD JOAN MIRAMBELL I FOLCH DE CALDES DE MONTBUI
BARCELONA,Calella,CALELLA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CALELLA
BARCELONA,Canet de Mar,CANET DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CANET DE MAR
BARCELONA,Cardedeu,CARDEDEU,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CAN BORRÀS
LLEIDA,"Borges Blanques, Les",BORGES BLANQUES (LES),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LES BORGES BLANQUES
LLEIDA,Cervera,CERVERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CERVERA
LLEIDA,"Granadella, La",GRANADELLA (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA GRANADELLA
LLEIDA,Oliana,OLIANA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD OLIANA
LLEIDA,"Pobla de Segur, La",POBLA DE SEGUR (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD POBLA DE SEGUR
LLEIDA,Ponts,PONTS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PONTS
LLEIDA,"Seu d'Urgell, La",SEU D'URGELL (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA SEU D' URGELL
LLEIDA,Seròs,SERÒS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SERÒS
LLEIDA,Sort,SORT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SORT
GUADALAJARA,Hiendelaencina,HIENDELAENCINA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HIENDELAENCINA
GUADALAJARA,Jadraque,JADRÁQUE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JADRÁQUE
GUADALAJARA,Maranchón,MARANCHÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MARANCHÓN
GUADALAJARA,Marchamalo,MARCHAMALO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA CAMPIÑA
GUADALAJARA,Molina de Aragón,MOLINA DE ARAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOLINA DE ARAGÓN
GUADALAJARA,"Pobo de Dueñas, El",POBO DE DUEÑAS (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL POBO DE DUEÑAS
GUIPÚZCOA,Andoain,ANDOAIN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ANDOAIN
GUIPÚZCOA,Beasain,BEASAIN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BEASAIN
GUIPÚZCOA,Elgoibar,ELGOIBAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ELGOIBAR
GUIPÚZCOA,Hernani,HERNANI,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HERNANI
GUIPÚZCOA,Irun,IRUN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD IRÚN
GUIPÚZCOA,Tolosa,TOLOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TOLOSA
GUIPÚZCOA,Bergara,BERGARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BERGARA
GUIPÚZCOA,Zarautz,ZARAUTZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZARAUZ
GUIPÚZCOA,Zumarraga,ZUMARRAGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZUMARRAGA
GUIPÚZCOA,Zumaia,ZUMAIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZUMAIA
VIZCAYA,Mungia,MUNGIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MUNGIA
VIZCAYA,Sestao,SESTAO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MARKONZAGA
VIZCAYA,Balmaseda,BALMASEDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BALMASEDA
VIZCAYA,Zalla,ZALLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZALLA
ZAMORA,Alcañices,ALCAÑICES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALISTE
ZAMORA,Bermillo de Sayago,BERMILLO DE SAYAGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAYAGO
ZAMORA,Carbajales de Alba,CARBAJALES DE ALBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARBAJALES
ZAMORA,Corrales del Vino,CORRALES DEL VINO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CORRALES DEL VINO
ZAMORA,Fuentesaúco,FUENTESAÚCO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA GUAREÑA
BURGOS,Pradoluengo,PRADOLUENGO,CENTRO DE GUARDIA (CG),CONSULTORIO LOCAL PRADOLUENGO
VALENCIA,Utiel,UTIEL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD UTIEL
VALENCIA,Valencia,VALENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BENIMAMET
VALENCIA,Valencia,VALENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALENCIA-SERRERIA II
VALENCIA,Valencia,VALENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALENCIA - FUENTE SAN LUIS
VALENCIA,Valencia,VALENCIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES CAMPANAR DE VALENCIA
VALENCIA,Villar del Arzobispo,VILLAR DEL ARZOBISPO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAR DEL ARZOBISPO
ALMERÍA,Canjáyar,CANJÁYAR,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CANJÁYAR
ALMERÍA,Cantoria,CANTORIA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL CANTORIA
ALMERÍA,Cuevas del Almanzora,CUEVAS DEL ALMANZORA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CUEVAS DEL ALMANZORA
ALBACETE,Molinicos,MOLINICOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MOLINICOS
ALBACETE,Munera,MUNERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MUNERA
ALBACETE,Nerpio,NERPIO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NERPIO
ALBACETE,Riópar,RIÓPAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RIÓPAR
ALBACETE,Socovos,SOCOVOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SOCOVOS
ALBACETE,Villamalea,VILLAMALEA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAMALEA
HUELVA,Ayamonte,AYAMONTE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD AYAMONTE
HUELVA,Bonares,BONARES,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BONARES
HUELVA,"Cerro de Andévalo, El",CERRO DE ANDÉVALO (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL CERRO DE ANDÉVALO
HUELVA,Cumbres Mayores,CUMBRES MAYORES,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CUMBRES MAYORES
HUELVA,Huelva,HUELVA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD HUELVA - CENTRO
HUELVA,Isla Cristina,ISLA CRISTINA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ISLA CRISTINA
HUELVA,Nerva,NERVA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL NERVA
HUELVA,"Palma del Condado, La",PALMA DEL CONDADO (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LA PALMA DEL CONDADO
HUELVA,Palos de la Frontera,PALOS DE LA FRONTERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PALOS DE LA FRONTERA
HUELVA,Punta Umbría,PUNTA UMBRÍA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PUNTA UMBRÍA
HUELVA,Punta Umbría,LA LAGUNA DEL PORTIL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL PORTIL (VERANO)
HUELVA,Rociana del Condado,ROCIANA DEL CONDADO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ROCIANA DEL CONDADO
HUELVA,Trigueros,TRIGUEROS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL TRIGUEROS
HUELVA,Villanueva de los Castillejos,VILLANUEVA DE LOS CASTILLEJOS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL VILLANUEVA DE LOS CASTILLEJOS
HUESCA,Albalate de Cinca,ALBALATE DE CINCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBALATE DE CINCA
HUESCA,Almudévar,ALMUDÉVAR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMUDÉVAR
HUESCA,Ayerbe,AYERBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AYERBE
HUESCA,Isábena,LA PUEBLA DE RODA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL LA PUEBLA DE RODA
PALENCIA,Baltanás,BALTANÁS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BALTANÁS
VALLADOLID,Serrada,SERRADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SERRADA
VALLADOLID,Tudela de Duero,TUDELA DE DUERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TUDELA DE DUERO
VALLADOLID,Valladolid,VALLADOLID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD RONDILLA I
VALLADOLID,Valladolid,VALLADOLID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PILARICA
VALLADOLID,Valladolid,VALLADOLID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD DELICIAS I
VALLADOLID,Valladolid,VALLADOLID,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARTURO EYRIES
LLEIDA,Tàrrega,TÀRREGA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TÁRREGA
BARCELONA,Castellar del Vallès,CASTELLAR DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CASTELLAR DEL VALLÈS
BARCELONA,Castelldefels,CASTELLDEFELS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD EL CASTELL
BARCELONA,Centelles,CENTELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CENTELLES
BARCELONA,Corbera de Llobregat,CORBERA DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CORBERA DE LLOBREGAT
BARCELONA,Cornellà de Llobregat,CORNELLÀ DE LLOBREGAT,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD SANT ILDEFONS
BARCELONA,Cornellà de Llobregat,CORNELLÀ DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. MARTÍ I JULIÀ
BARCELONA,Cubelles,CUBELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CUBELLES
BARCELONA,"Franqueses del Vallès, Les",FRANQUESES DEL VALLÈS (LES),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LES FRANQUESES DEL VALLÈS
